lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,temperature,alpha_prior,temperature_prior,pe,value.1,value.2,theta.1,theta.2,log_lik
# Adaptation terminated
# Step size = 0.152006
# Diagonal elements of inverse mass matrix:
# 0.648707, 1.61908
-13.7886,0.994931,0.152006,3,15,0,14.5053,0.884548,6.70712,0.31863,16.732,0.0263029,-0.999686,0.996963,1.78567e-06,0.999998,-10.0059
-13.8601,0.999829,0.152006,4,31,0,14.7392,0.922525,11.1948,0.339997,0.318977,0.0119326,-0.999934,0.999076,2.16118e-10,1,-9.82096
-15.5012,0.994593,0.152006,4,31,0,16.3841,0.948958,18.6191,0.968596,7.32212,0.00519693,-0.999987,0.999735,7.40956e-17,1,-9.72919
-15.6031,0.998935,0.152006,2,3,0,15.6132,0.951911,18.6357,0.824346,13.7541,0.00461433,-0.99999,0.999778,7.08981e-17,1,-9.76334
-15.8988,0.994089,0.152006,4,15,0,17.0437,0.89484,18.4366,0.575807,15.5016,0.0218726,-0.999781,0.9977,1.45554e-16,1,-10.9051
-16.7552,0.992545,0.152006,3,7,0,17.1773,0.88949,19.0917,0.725828,17.3224,0.0241267,-0.999735,0.997334,4.16329e-17,1,-11.297
-14.8777,0.991055,0.152006,4,15,0,18.0548,0.901364,17.052,0.572388,5.22811,0.0192689,-0.999829,0.998099,2.15153e-15,1,-10.3835
-15.4997,0.986552,0.152006,3,15,0,16.2551,0.859765,15.8738,0.910731,15.0892,0.0385583,-0.999335,0.994593,3.03803e-14,1,-11.5747
-15.1783,0.999495,0.152006,2,3,0,15.5666,0.86311,15.4482,0.543701,17.1492,0.0367752,-0.999394,0.994966,6.80258e-14,1,-11.304
-14.0663,0.988354,0.152006,3,15,0,16.434,0.929621,14.5738,0.80628,4.35577,0.00985724,-0.999954,0.999306,2.5353e-13,1,-9.71849
-14.9003,0.998918,0.152006,4,15,0,15.0227,0.944851,17.524,0.178153,0.843396,0.00606443,-0.999983,0.999666,6.68613e-16,1,-9.7246
-13.3559,0.999714,0.152006,5,31,0,15.0492,0.86743,8.72204,0.831175,10.8399,0.034532,-0.999464,0.995422,3.60549e-08,1,-9.79023
-13.7633,0.993331,0.152006,4,23,0,13.868,0.745864,6.68817,0.685549,4.60232,0.120828,-0.99376,0.969293,3.62924e-06,0.999996,-10.5978
-13.5326,0.999237,0.152006,3,13,0,14.0995,0.854369,6.13165,0.830394,12.624,0.041517,-0.999231,0.993954,6.1195e-06,0.999994,-9.90018
-13.3113,0.994414,0.152006,2,7,0,13.9326,0.830934,7.54841,0.705352,6.76817,0.0555323,-0.998642,0.990611,4.26611e-07,1,-9.90038
-13.3893,0.999941,0.152006,4,23,0,13.4238,0.875761,8.75311,0.098866,12.235,0.0303942,-0.999583,0.996224,3.26791e-08,1,-9.76916
-13.4152,0.998669,0.152006,3,15,0,14.5802,0.760641,4.93736,0.212264,4.04449,0.10802,-0.994996,0.974144,8.99046e-05,0.99991,-10.0294
-14.9433,0.97682,0.152006,3,7,0,15.6081,0.626853,5.59618,0.263984,11.787,0.239704,-0.975318,0.910555,6.05002e-05,0.999939,-11.8885
-15.423,0.983661,0.152006,2,7,0,16.6091,0.552314,4.47421,0.688919,14.5142,0.320521,-0.954014,0.856507,0.000669309,0.999331,-12.2751
-15.3208,0.999305,0.152006,3,7,0,15.7997,0.539388,3.94318,0.97693,5.53969,0.334321,-0.949415,0.846008,0.00171162,0.998288,-12.085
-15.2097,0.999233,0.152006,2,3,0,15.3883,0.549798,4.07578,0.85349,1.05948,0.323219,-0.953141,0.854486,0.00130116,0.998699,-11.9949
-13.9321,1,0.152006,3,7,0,15.3983,0.660349,3.86925,0.652375,3.98744,0.204109,-0.982246,0.930674,0.00102702,0.998973,-10.5796
-14.4111,0.947591,0.152006,2,7,0,15.2299,0.702019,6.74109,0.454314,10.5055,0.161817,-0.988868,0.951782,4.47803e-06,0.999996,-11.348
-14.9055,0.98211,0.152006,2,7,0,16.0798,0.6599,6.35093,0.407867,7.63899,0.204579,-0.982163,0.930423,1.25056e-05,0.999987,-11.8821
-15.2326,0.97849,0.152006,1,1,0,15.2434,0.650751,6.53166,0.353548,8.55239,0.214194,-0.980415,0.925193,9.76837e-06,0.99999,-12.2366
-14.0513,1,0.152006,2,3,0,15.1593,0.676845,5.37056,0.793507,11.7108,0.187048,-0.985118,0.939555,6.39944e-05,0.999936,-10.9039
-13.9163,0.972265,0.152006,4,19,0,15.1699,0.880287,13.0519,0.368075,10.7259,0.0282518,-0.999638,0.996618,6.69045e-12,1,-10.1821
-13.8599,0.99493,0.152006,4,19,0,14.4377,0.851041,11.2738,0.603971,1.78713,0.0433927,-0.999162,0.993536,2.65636e-10,1,-10.3918
-13.4933,0.999412,0.152006,4,23,0,14.2429,0.842162,9.34609,0.339229,17.8696,0.0485844,-0.998954,0.992332,1.21208e-08,1,-10.0847
-14.1966,0.997696,0.152006,4,15,0,14.4807,0.937838,13.1121,0.650134,10.1696,0.00769842,-0.999972,0.999521,4.51871e-12,1,-9.8663
-13.8087,0.996592,0.152006,4,15,0,14.7865,0.89533,7.40902,0.355603,19.6284,0.0216717,-0.999785,0.997732,4.31553e-07,1,-9.98541
-15.6626,0.990434,0.152006,4,23,0,17.1283,0.947977,18.8765,0.798601,19.3905,0.00539805,-0.999986,0.999719,4.45085e-17,1,-9.716
-16.4302,0.978289,0.152006,3,15,0,19.1774,0.972276,17.1435,0.832996,7.68392,0.00153608,-0.999999,0.999957,1.32069e-15,1,-10.7163
-14.785,0.993957,0.152006,4,15,0,18.2581,0.913393,17.3488,0.182763,17.6759,0.014889,-0.999897,0.998711,1.10655e-15,1,-10.0851
-14.6995,0.999953,0.152006,2,3,0,14.7926,0.913793,17.1649,0.0538257,6.0862,0.0147527,-0.999899,0.998728,1.59046e-15,1,-10.0519
-13.8024,0.981843,0.152006,3,15,0,18.9465,0.858197,11.4384,0.069132,7.74174,0.0394075,-0.999306,0.994412,1.83627e-10,1,-10.289
-13.3721,0.999976,0.152006,3,7,0,13.8512,0.871684,8.58403,0.8387,17.711,0.032388,-0.999527,0.995844,4.63989e-08,1,-9.77498
-13.6132,0.996289,0.152006,3,7,0,13.6271,0.864418,10.9351,0.960917,9.41872,0.0360891,-0.999416,0.995107,4.743e-10,1,-10.0743
-14.8932,0.996202,0.152006,4,15,0,16.4259,0.954184,15.3209,0.826171,8.37013,0.00418938,-0.999992,0.999808,5.25216e-14,1,-10.0441
-14.4422,0.994934,0.152006,3,11,0,16.0976,0.89298,15.5193,0.978986,5.25985,0.0226442,-0.999766,0.997577,4.72433e-14,1,-10.3447
-14.5097,0.99967,0.152006,4,15,0,14.6844,0.946592,13.7868,0.274261,19.5898,0.00568847,-0.999985,0.999696,1.14578e-12,1,-9.98393
-13.9209,0.998674,0.152006,4,23,0,15.3611,0.912718,8.69407,0.179657,11.0524,0.0151203,-0.999894,0.99868,3.20568e-08,1,-9.98751
-13.4733,0.990852,0.152006,2,7,0,14.7418,0.887018,10.5714,0.439085,10.6137,0.0252041,-0.999711,0.997152,8.60617e-10,1,-9.78335
-14.3824,0.982383,0.152006,3,7,0,14.5944,0.896555,5.73161,0.1404,14.2956,0.0211726,-0.999795,0.99781,1.18795e-05,0.999988,-10.4171
-14.9305,0.98949,0.152006,4,31,0,17.1098,0.950824,16.9176,0.360608,19.2599,0.00482482,-0.999989,0.999763,2.19346e-15,1,-9.83037
-14.9042,1,0.152006,2,3,0,14.9613,0.949401,17.0416,0.755634,5.28186,0.00510738,-0.999988,0.999742,1.72077e-15,1,-9.79732
-16.0625,0.998081,0.152006,4,15,0,16.5282,0.950445,19.2167,0.851784,9.43589,0.0048994,-0.999989,0.999757,2.23639e-17,1,-9.72704
-14.2353,0.998769,0.152006,4,31,0,16.4974,0.936754,14.947,0.0796712,17.6896,0.0079682,-0.99997,0.999496,1.17242e-13,1,-9.74227
-14.879,0.98818,0.152006,2,7,0,15.5134,0.954042,15.1733,0.222157,15.1129,0.00421542,-0.999991,0.999806,7.05414e-14,1,-10.0541
-15.1668,0.998647,0.152006,4,15,0,15.3934,0.958895,13.9784,0.788997,16.8091,0.00337359,-0.999995,0.999861,7.56821e-13,1,-10.3746
-15.6048,0.997847,0.152006,4,15,0,16.0696,0.958959,10.1852,0.677384,1.6501,0.003363,-0.999995,0.999862,1.47281e-09,1,-10.9831
-15.7591,1,0.152006,2,3,0,15.8153,0.961209,10.2158,0.581329,10.4366,0.00300494,-0.999996,0.999883,1.38042e-09,1,-11.0832
-13.8272,0.99947,0.152006,3,7,0,15.9286,0.920379,10.9561,0.563829,8.16498,0.0125987,-0.999926,0.998997,3.49889e-10,1,-9.81826
-14.2768,0.991755,0.152006,3,7,0,14.5526,0.92873,9.28648,0.139811,7.49091,0.0101071,-0.999952,0.99928,9.43674e-09,1,-10.1702
-14.2582,0.999213,0.152006,2,3,0,14.4034,0.929625,9.55577,0.845598,4.04137,0.0098562,-0.999954,0.999306,5.50882e-09,1,-10.143
-13.6438,0.998328,0.152006,3,7,0,14.5387,0.908363,11.9168,0.177699,10.321,0.0166538,-0.999872,0.998474,5.44605e-11,1,-9.73404
-17.8668,0.957287,0.152006,4,15,0,18.0038,0.984609,14.8422,0.715644,12.4427,0.000473637,-1,0.999993,1.29212e-13,1,-12.0238
-18.0522,0.999582,0.152006,4,15,0,18.4923,0.985051,11.4529,0.230609,16.0054,0.000446841,-1,0.999993,1.13339e-10,1,-12.4264
-18.2675,0.997645,0.152006,4,15,0,18.8644,0.986609,15.8897,0.446348,3.91705,0.000358558,-1,0.999995,1.58818e-14,1,-12.1285
-18.3789,0.999863,0.152006,2,3,0,18.3872,0.987147,16.0172,0.57377,3.00124,0.000330349,-1,0.999996,1.22997e-14,1,-12.1759
-15.5518,0.982547,0.152006,4,17,0,18.8952,0.771508,11.004,0.0548437,18.1078,0.098966,-0.995787,0.977387,8.61195e-10,1,-12.4197
-15.4809,1,0.152006,1,1,0,15.6222,0.774961,11.0496,0.833459,8.9026,0.0961559,-0.996018,0.978361,7.63868e-10,1,-12.3371
-16.3922,0.994463,0.152006,4,17,0,17.4112,0.973277,13.9071,0.306615,9.9095,0.00142723,-0.999999,0.999962,8.49265e-13,1,-11.191
-14.016,0.987874,0.152006,4,23,0,17.2429,0.667126,3.54853,0.895443,5.70649,0.197055,-0.983468,0.934405,0.0017627,0.998237,-10.5867
-13.8173,0.986729,0.152006,2,7,0,14.4885,0.733994,3.69169,0.597394,18.8574,0.131505,-0.992625,0.965019,0.0010367,0.998963,-10.2901
-14.1376,0.996561,0.152006,2,7,0,14.798,0.632496,3.84929,0.598024,6.45135,0.233637,-0.976593,0.914137,0.00121822,0.998782,-10.8169
-14.057,0.999984,0.152006,4,15,0,14.154,0.645684,3.74183,0.772869,11.4717,0.219559,-0.979399,0.922207,0.00137899,0.998621,-10.6987
-15.8355,0.89842,0.152006,4,15,0,16.819,0.621511,2.47719,0.692076,6.64996,0.245466,-0.97407,0.907094,0.0136258,0.986374,-12.1675
-14.7202,0.998934,0.152006,5,31,0,16.2012,0.687651,6.82524,0.416606,5.6234,0.176087,-0.986819,0.944999,4.29232e-06,0.999996,-11.6896
-14.1612,0.987844,0.152006,2,7,0,15.41,0.655957,5.0399,0.215341,8.64355,0.208711,-0.981423,0.928194,0.000131774,0.999868,-11.0039
-14.1511,0.998798,0.152006,4,31,0,15.1776,0.933742,11.4308,0.968586,7.68758,0.00874159,-0.999964,0.999421,1.30287e-10,1,-9.96138
-13.5006,0.999853,0.152006,3,7,0,14.2274,0.89446,10.5888,0.667415,5.93572,0.0220292,-0.999778,0.997675,8.03615e-10,1,-9.75067
-14.0416,0.988145,0.152006,4,31,0,14.4723,0.886627,13.8692,0.772615,18.4777,0.0253766,-0.999707,0.997123,1.28239e-12,1,-10.1957
-13.3105,0.99103,0.152006,3,15,0,15.4549,0.8151,6.19021,0.379632,15.2966,0.0660386,-0.998093,0.987789,6.39602e-06,0.999994,-9.87505
-13.4967,0.996832,0.152006,3,15,0,14.2681,0.883424,10.8562,0.45512,7.99008,0.0268107,-0.999674,0.996875,4.9932e-10,1,-9.82986
-13.8245,0.995279,0.152006,3,7,0,13.8761,0.877989,12.5583,0.880143,3.72738,0.0293302,-0.999611,0.996421,1.7951e-11,1,-10.1368
-14.5137,0.99619,0.152006,4,31,0,15.2345,0.853321,3.97784,0.436888,14.1422,0.0421036,-0.99921,0.993824,0.00041573,0.999584,-10.5988
-15.1858,0.991071,0.152006,4,19,0,17.2642,0.933283,6.65186,0.255434,5.47875,0.00886262,-0.999963,0.999409,1.77001e-06,0.999998,-10.9043
-14.0574,0.985214,0.152006,3,15,0,17.6283,0.798674,3.74882,0.0440428,2.46225,0.077779,-0.997373,0.984341,0.000748859,0.999251,-10.3479
-13.5578,0.99937,0.152006,3,15,0,14.313,0.833181,9.26931,0.822567,11.6208,0.0541083,-0.998709,0.990974,1.48524e-08,1,-10.1928
-13.7111,0.998228,0.152006,4,15,0,13.7854,0.893207,7.6788,0.714894,14.0567,0.0225494,-0.999768,0.997592,2.54832e-07,1,-9.91966
-13.4049,0.998533,0.152006,2,5,0,13.8749,0.878188,8.7264,0.0960518,16.1929,0.0292359,-0.999613,0.996439,3.40884e-08,1,-9.76709
-13.5122,0.974095,0.152006,4,23,0,15.3554,0.789198,4.66093,0.645744,1.37301,0.0849255,-0.996879,0.982098,0.000134814,0.999865,-9.9968
-13.5482,0.995497,0.152006,4,23,0,14.538,0.878018,11.1278,0.0803045,16.1982,0.0293165,-0.999611,0.996424,3.00675e-10,1,-9.91511
-13.7715,0.998875,0.152006,4,23,0,14.6013,0.762213,3.86374,0.56099,6.69264,0.106691,-0.995116,0.97463,0.000677526,0.999322,-10.2048
-13.9618,0.993359,0.152006,3,11,0,14.3787,0.714479,3.47537,0.384983,2.06902,0.149753,-0.990459,0.957242,0.00166354,0.998336,-10.4313
-13.5972,0.982205,0.152006,3,15,0,14.8757,0.813631,8.60651,0.543349,6.36126,0.0670539,-0.998035,0.987503,6.05977e-08,1,-10.305
-13.3967,0.982921,0.152006,2,7,0,14.475,0.84173,6.28925,0.482647,0.853156,0.0488436,-0.998943,0.99227,4.71542e-06,0.999995,-9.84655
-13.3218,0.999819,0.152006,3,15,0,13.5471,0.795224,6.21346,0.766755,3.87001,0.0803497,-0.9972,0.983546,6.72094e-06,0.999993,-9.96575
-13.36,0.998998,0.152006,4,31,0,13.6075,0.868887,8.6168,0.23906,8.74553,0.0337902,-0.999486,0.99557,4.40467e-08,1,-9.78211
-14.304,0.967525,0.152006,4,23,0,15.2718,0.900444,15.4948,0.465465,10.5578,0.0196265,-0.999823,0.998046,4.72815e-14,1,-10.1464
-15.0203,0.982058,0.152006,3,11,0,15.7821,0.949219,10.0934,0.251512,6.55224,0.00514404,-0.999987,0.999739,1.80118e-09,1,-10.6016
-14.4119,0.999885,0.152006,3,7,0,15.1237,0.942307,12.0849,0.693177,12.8526,0.00663478,-0.999979,0.999617,3.45219e-11,1,-10.0691
-14.0238,0.999859,0.152006,3,7,0,14.4737,0.931517,13.2602,0.249607,2.62329,0.00933572,-0.999959,0.999361,3.43831e-12,1,-9.77303
-13.7077,0.989691,0.152006,4,23,0,15.566,0.801239,8.49024,0.561198,13.1568,0.0758902,-0.997497,0.984916,8.21353e-08,1,-10.4611
-14.3993,0.996287,0.152006,4,23,0,15.1148,0.943192,12.8197,0.882549,17.2648,0.00643342,-0.99998,0.999635,7.95881e-12,1,-10.0036
-14.3797,0.999475,0.152006,3,7,0,14.6535,0.943321,13.9325,0.111825,1.66031,0.00640434,-0.999981,0.999637,8.65512e-13,1,-9.89668
-14.2732,0.999683,0.152006,3,7,0,14.454,0.940123,14.0587,0.604254,18.6811,0.00714475,-0.999976,0.999572,6.80101e-13,1,-9.82966
-15.333,0.985699,0.152006,5,31,0,17.0962,0.859261,15.5173,0.329245,15.691,0.0388303,-0.999326,0.994535,6.13883e-14,1,-11.4711
-14.7566,1,0.152006,3,15,0,15.8233,0.895364,16.4702,0.797858,13.5842,0.0216578,-0.999785,0.997734,7.08921e-15,1,-10.4602
-15.5638,0.983977,0.152006,3,15,0,16.482,0.85629,15.7739,0.304354,11.4819,0.0404519,-0.999269,0.994187,3.81173e-14,1,-11.6769
-13.9683,0.999954,0.152006,3,15,0,16.2179,0.90647,7.74793,0.76547,16.5958,0.0173425,-0.999861,0.998378,2.13333e-07,1,-10.0623
-13.911,0.999955,0.152006,3,15,0,14.8301,0.924324,13.651,0.455675,8.35617,0.011388,-0.999939,0.999138,1.62454e-12,1,-9.72167
-15.725,0.991177,0.152006,4,15,0,16.229,0.961562,17.8903,0.762595,11.3704,0.00295064,-0.999996,0.999887,3.04563e-16,1,-10.0665
-16.4235,0.99746,0.152006,3,7,0,16.5321,0.971513,17.4918,0.842121,9.32989,0.00162167,-0.999999,0.999954,6.59351e-16,1,-10.6261
-13.7256,0.998576,0.152006,4,15,0,18.2146,0.76742,7.29497,0.486034,13.9373,0.102335,-0.9955,0.976199,1.00494e-06,0.999999,-10.5401
-13.7983,0.999656,0.152006,4,23,0,14.138,0.910763,9.1769,0.993602,13.4504,0.0157996,-0.999884,0.99859,1.2373e-08,1,-9.89523
-13.7155,0.99993,0.152006,3,15,0,14.0295,0.910309,12.7721,0.765484,8.2999,0.0159594,-0.999882,0.998569,9.89558e-12,1,-9.74387
-14.5896,0.991708,0.152006,3,15,0,15.4378,0.922678,17.1104,0.0911907,8.89217,0.011886,-0.999934,0.999081,1.68636e-15,1,-9.85874
-15.2975,0.999547,0.152006,3,15,0,15.3368,0.945536,18.4189,0.0928622,7.22578,0.00591501,-0.999983,0.999678,1.11936e-16,1,-9.71132
-17.7153,0.9921,0.152006,4,31,0,18.5129,0.929545,19.8703,0.390833,10.0019,0.00987861,-0.999954,0.999304,6.70749e-18,1,-9.94504
-17.5776,0.996487,0.152006,4,15,0,18.2648,0.912329,19.7895,0.734043,15.1596,0.0152543,-0.999892,0.998663,8.77145e-18,1,-10.487
-15.8723,0.997063,0.152006,4,15,0,18.0778,0.953725,18.9168,0.201384,4.25195,0.00427355,-0.999991,0.999802,4.02033e-17,1,-9.78025
-14.9856,0.996292,0.152006,3,11,0,16.7214,0.914521,17.7986,0.589378,7.21716,0.0145065,-0.999902,0.99876,4.50044e-16,1,-10.1136
-15.2834,0.979591,0.152006,3,15,0,16.8013,0.857599,15.3117,0.623597,14.4869,0.0397339,-0.999295,0.994342,9.31789e-14,1,-11.4629
-14.8782,0.997279,0.152006,4,31,0,17.0067,0.938384,17.7779,0.592335,7.69486,0.00756434,-0.999973,0.999534,4.13938e-16,1,-9.71276
-15.7476,0.975149,0.152006,3,15,0,17.5959,0.834332,14.7252,0.59632,7.32268,0.0533853,-0.998742,0.991156,3.62515e-13,1,-12.1298
-14.5553,0.998031,0.152006,3,15,0,17.0192,0.927539,17.0508,0.668515,16.3611,0.0104462,-0.999949,0.999243,1.85186e-15,1,-9.78168
-14.1122,0.999076,0.152006,4,15,0,14.7527,0.906799,15.0887,0.407431,7.11079,0.0172218,-0.999863,0.998395,1.01827e-13,1,-9.95541
-13.5644,0.997981,0.152006,4,23,0,14.8235,0.717453,4.86218,0.711904,18.6744,0.146919,-0.990814,0.958489,0.000127744,0.999872,-10.2756
-13.5875,0.993088,0.152006,2,7,0,13.8727,0.718173,4.30933,0.977956,8.23018,0.146236,-0.990899,0.958787,0.000352799,0.999647,-10.2124
-13.7814,0.994568,0.152006,3,7,0,13.8856,0.70833,3.76723,0.263782,0.490347,0.155668,-0.989695,0.954596,0.000997569,0.999002,-10.3263
-13.3528,0.999349,0.152006,4,31,0,14.3307,0.80101,5.53216,0.64992,9.1387,0.0760578,-0.997486,0.984865,2.41875e-05,0.999976,-9.90747
-18.1472,0.934362,0.152006,5,31,0,19.8833,0.961825,19.8522,0.0694859,12.4641,0.00291047,-0.999996,0.999889,6.04966e-18,1,-9.92775
-18.7349,0.999403,0.152006,4,15,0,19.0093,0.961274,19.921,0.757217,17.6276,0.00299498,-0.999996,0.999884,5.28145e-18,1,-9.90564
-19.273,0.989682,0.152006,3,15,0,20.8897,0.976128,19.8332,0.920561,18.7117,0.00113914,-0.999999,0.999973,6.06668e-18,1,-10.7189
-20.4757,0.999265,0.152006,3,7,0,20.6243,0.983652,19.852,0.591532,7.20037,0.000534396,-1,0.999991,5.77288e-18,1,-11.432
-17.6692,1,0.152006,4,15,0,22.3557,0.981194,17.7122,0.037374,6.71469,0.000707088,-1,0.999987,4.17697e-16,1,-11.387
-16.3972,0.999988,0.152006,4,15,0,18.4048,0.872144,18.041,0.38177,1.27768,0.0321598,-0.999534,0.995888,3.84988e-16,1,-11.7772
-16.0005,0.997904,0.152006,2,3,0,16.6197,0.88228,18.016,0.440758,19.3173,0.0273318,-0.999661,0.996783,3.69814e-16,1,-11.3207
-15.6065,1,0.152006,4,15,0,16.3442,0.931386,5.45779,0.183827,13.1076,0.00937154,-0.999959,0.999357,1.91304e-05,0.999981,-11.2388
-14.3163,0.999463,0.152006,2,5,0,16.0811,0.915566,7.35849,0.337067,2.03168,0.0141567,-0.999907,0.998805,4.50852e-07,1,-10.2977
-13.4383,0.999916,0.152006,3,7,0,14.5861,0.877001,8.07388,0.522978,17.1169,0.0297997,-0.999598,0.996335,1.23885e-07,1,-9.78741
-15.4585,0.953503,0.152006,3,11,0,15.842,0.830578,13.9638,0.075224,2.08448,0.0557601,-0.998631,0.990553,1.65076e-12,1,-11.9403
-15.2984,0.999225,0.152006,2,3,0,15.7263,0.843175,14.4281,0.677245,19.5295,0.0479787,-0.99898,0.992476,5.95627e-13,1,-11.6706
-13.6503,0.985362,0.152006,2,7,0,16.5628,0.891105,12.2279,0.236975,13.3345,0.023435,-0.999749,0.997448,3.19715e-11,1,-9.88045
-14.3122,0.996577,0.152006,5,31,0,16.0242,0.746508,3.18701,0.297747,0.506911,0.120258,-0.993818,0.969516,0.00254506,0.997455,-10.6372
-14.4903,0.985723,0.152006,2,3,0,14.7442,0.761088,3.10053,0.631178,8.61518,0.107642,-0.99503,0.974283,0.00286617,0.997134,-10.7531
-14.707,0.999933,0.152006,4,23,0,15.9717,0.940154,17.208,0.599551,17.3502,0.00713745,-0.999976,0.999573,1.27887e-15,1,-9.70998
-13.9274,0.999303,0.152006,4,15,0,14.8688,0.925107,13.7303,0.337664,5.31292,0.0111551,-0.999942,0.999165,1.38318e-12,1,-9.72177
-13.8691,0.996685,0.152006,3,15,0,16.1458,0.860972,5.34127,0.824744,7.36011,0.0379105,-0.999357,0.994729,2.81873e-05,0.999972,-10.1153
-13.6215,0.998692,0.152006,3,7,0,14.1339,0.860253,6.04042,0.177784,6.12218,0.0382954,-0.999344,0.994648,7.17034e-06,0.999993,-9.94621
-13.3577,0.984508,0.152006,3,11,0,14.6984,0.779532,5.38181,0.340147,11.6731,0.0924868,-0.996311,0.97961,3.54969e-05,0.999965,-9.97044
-13.5758,0.997211,0.152006,4,31,0,13.8772,0.903431,10.413,0.668341,18.2625,0.0184772,-0.999843,0.998216,1.0955e-09,1,-9.74872
-13.4483,0.999801,0.152006,4,15,0,13.6479,0.871136,10.1532,0.906383,4.80198,0.0326603,-0.999519,0.995791,2.12395e-09,1,-9.87482
-13.6485,0.995516,0.152006,4,23,0,14.5625,0.754969,4.0582,0.55182,10.9259,0.11287,-0.994544,0.972343,0.000482426,0.999518,-10.1393
-13.4676,0.995736,0.152006,3,15,0,14.122,0.831732,8.78041,0.492276,16.6749,0.0550249,-0.998666,0.990741,3.87568e-08,1,-10.0999
-13.3742,1,0.152006,3,15,0,13.5589,0.872261,8.61617,0.0517045,3.76372,0.032102,-0.999535,0.995899,4.34462e-08,1,-9.77417
-13.6537,0.991732,0.152006,4,19,0,14.7042,0.702734,4.23149,0.162792,3.08319,0.161117,-0.988964,0.952105,0.000437275,0.999563,-10.2969
-13.5353,0.984012,0.152006,4,31,0,14.1384,0.892847,8.85853,0.987647,16.7954,0.0227001,-0.999765,0.997568,2.47637e-08,1,-9.78902
-13.5987,0.997519,0.152006,3,11,0,13.7504,0.871387,11.1718,0.103342,5.85361,0.0325352,-0.999523,0.995816,2.86047e-10,1,-10.01
-14.2206,0.968382,0.152006,3,11,0,15.2709,0.907081,6.89331,0.0582064,12.7505,0.0171189,-0.999865,0.998409,1.15932e-06,0.999999,-10.2592
-14.7906,0.977159,0.152006,3,15,0,18.2222,0.897826,16.6801,0.281294,6.40248,0.0206612,-0.999804,0.997889,4.60165e-15,1,-10.4244
-14.8903,0.999825,0.152006,3,7,0,14.9524,0.899683,16.9973,0.827652,4.59684,0.0199243,-0.999818,0.998001,2.42522e-15,1,-10.4262
-14.7123,0.999444,0.152006,3,7,0,14.9773,0.899367,16.5745,0.144073,15.1649,0.0200491,-0.999816,0.997982,5.61374e-15,1,-10.3577
-14.6822,0.980501,0.152006,3,15,0,16.377,0.947974,16.0594,0.0913496,5.43182,0.00539869,-0.999986,0.999719,1.22665e-14,1,-9.82892
-13.8788,0.999978,0.152006,4,15,0,14.7136,0.919372,13.8586,0.492242,14.4952,0.0129172,-0.999922,0.998959,1.0984e-12,1,-9.72931
-14.8602,0.995258,0.152006,4,23,0,15.8549,0.934129,17.817,0.97179,4.24992,0.0086404,-0.999965,0.999431,3.90345e-16,1,-9.7414
-15.2592,0.990849,0.152006,4,15,0,15.6218,0.954421,17.6336,0.547802,19.4501,0.00414633,-0.999992,0.999811,5.19376e-16,1,-9.86392
-15.679,0.999274,0.152006,3,15,0,16.0782,0.928684,19.0246,0.373502,13.2767,0.0101201,-0.999952,0.999278,3.62611e-17,1,-9.89376
-15.4996,0.99945,0.152006,4,15,0,16.2615,0.945207,18.7432,0.434768,19.0723,0.00598642,-0.999983,0.999672,5.87112e-17,1,-9.70698
-15.0898,0.999869,0.152006,4,15,0,15.8368,0.923473,18.2027,0.670347,14.5289,0.0116442,-0.999937,0.999109,1.91391e-16,1,-9.93653
-13.8508,0.999941,0.152006,3,15,0,15.774,0.917437,13.7248,0.751159,15.4982,0.0135403,-0.999915,0.998882,1.44548e-12,1,-9.7348
-13.314,0.995286,0.152006,4,23,0,14.5507,0.840426,6.98368,0.443972,0.729252,0.0496308,-0.99891,0.99208,1.2243e-06,0.999999,-9.82324
-13.6181,0.991645,0.152006,2,7,0,13.7328,0.8194,8.92467,0.44729,18.5662,0.0631052,-0.998255,0.988603,3.15854e-08,1,-10.3096
-14.329,0.989595,0.152006,4,19,0,14.581,0.932891,9.81887,0.446898,9.2455,0.00896675,-0.999962,0.999398,3.2347e-09,1,-10.1715
-13.4013,0.997899,0.152006,4,19,0,14.7026,0.841188,8.75973,0.981794,16.2735,0.0491705,-0.998929,0.992191,3.82405e-08,1,-9.98657
-13.4703,0.996833,0.152006,1,3,0,13.5028,0.838282,9.06311,0.371041,15.4755,0.0509375,-0.998853,0.991762,2.15226e-08,1,-10.0769
-14.1672,0.95019,0.152006,3,7,0,15.9361,0.802816,9.80456,0.885779,4.07954,0.0747393,-0.99757,0.985263,6.49313e-09,1,-10.9373
-13.5484,0.99644,0.152006,3,11,0,14.9936,0.76245,6.53194,0.540941,10.4813,0.106492,-0.995134,0.974703,4.38862e-06,0.999996,-10.3254
-14.2692,0.990376,0.152006,4,23,0,14.6707,0.939504,12.6084,0.798089,19.9935,0.00729275,-0.999975,0.999559,1.22612e-11,1,-9.94482
-13.6217,0.999439,0.152006,4,31,0,14.6254,0.824725,9.16502,0.160288,4.97231,0.0595553,-0.998442,0.989561,1.91696e-08,1,-10.2943
-13.8218,0.995234,0.152006,2,3,0,13.8477,0.823669,9.8069,0.360686,19.8277,0.060252,-0.998406,0.989376,5.56215e-09,1,-10.5057
