lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,temperature,alpha_prior,temperature_prior,pe,value.1,value.2,theta.1,theta.2,log_lik
# Adaptation terminated
# Step size = 0.229321
# Diagonal elements of inverse mass matrix:
# 0.626041, 1.61151
-16.2508,0.959841,0.229321,3,7,0,16.3835,0.952199,6.23946,0.0993829,19.0683,0.00455938,-0.99999,0.999782,3.91611e-06,0.999996,-11.6223
-14.4087,0.991844,0.229321,3,15,0,16.5136,0.943459,12.8488,0.771262,7.7904,0.00637336,-0.999981,0.99964,7.50521e-12,1,-10.0068
-15.469,0.979867,0.229321,2,7,0,15.6676,0.95931,11.1324,0.402837,3.48621,0.0033059,-0.999995,0.999865,2.22082e-10,1,-10.8265
-14.8701,1,0.229321,2,3,0,15.5752,0.95307,12.897,0.471392,0.675657,0.00439512,-0.999991,0.999794,6.64428e-12,1,-10.289
-14.7365,0.937484,0.229321,3,15,0,18.0693,0.836177,3.45243,0.655569,15.4419,0.0522351,-0.998795,0.991443,0.00120465,0.998795,-10.8025
-14.5185,0.985487,0.229321,2,3,0,15.1425,0.838171,3.70299,0.713013,14.8652,0.0510053,-0.99885,0.991746,0.000736516,0.999263,-10.6294
-15.1189,0.992293,0.229321,3,7,0,15.1555,0.694973,7.58943,0.139481,16.8292,0.168769,-0.987893,0.948521,1.00944e-06,0.999999,-12.1215
-14.902,1,0.229321,1,1,0,15.214,0.697569,7.36711,0.943696,16.8247,0.166198,-0.988259,0.949737,1.48021e-06,0.999999,-11.8878
-14.7644,0.954956,0.229321,2,3,0,15.8939,0.720197,7.84986,0.576906,0.594371,0.144321,-0.991134,0.959619,5.05746e-07,0.999999,-11.7289
-13.6641,0.965953,0.229321,2,5,0,15.667,0.717533,5.47233,0.338752,7.99111,0.146844,-0.990824,0.958521,4.14546e-05,0.999959,-10.4522
-13.5214,0.989926,0.229321,2,7,0,14.3065,0.779281,7.0113,0.531474,1.83709,0.092687,-0.996295,0.979542,1.59799e-06,0.999998,-10.2813
-14.7016,0.858302,0.229321,3,7,0,15.867,0.862996,3.94465,0.32652,15.9081,0.0368354,-0.999392,0.994953,0.000434185,0.999566,-10.7235
-15.9077,0.944681,0.229321,2,3,0,16.3846,0.845381,2.75023,0.59458,2.07168,0.0466708,-0.999033,0.992784,0.00463513,0.995365,-11.7409
-15.1996,0.995043,0.229321,2,3,0,16.8261,0.8801,3.74742,0.760132,19.286,0.0283387,-0.999636,0.996602,0.0006187,0.999381,-11.0687
-15.8993,0.966025,0.229321,3,15,0,17.4204,0.934808,19.2391,0.399376,16.4692,0.00846377,-0.999966,0.999448,2.29176e-17,1,-9.79376
-16.3711,0.980781,0.229321,3,7,0,16.6757,0.960826,19.0986,0.689885,1.11388,0.00306453,-0.999995,0.99988,2.73299e-17,1,-9.94579
-14.349,0.993015,0.229321,4,15,0,17.2173,0.940926,15.0347,0.914642,10.5448,0.0069551,-0.999977,0.999589,9.69638e-14,1,-9.78048
-14.0228,0.996947,0.229321,3,15,0,15.2363,0.929862,11.558,0.979254,19.9272,0.00979017,-0.999955,0.999313,1.02374e-10,1,-9.88189
-13.4794,0.992652,0.229321,3,15,0,14.7595,0.800888,4.92215,0.391572,7.94946,0.0761478,-0.99748,0.984838,7.81285e-05,0.999922,-9.95896
-13.6197,0.990706,0.229321,2,3,0,13.6667,0.809155,4.64952,0.901939,11.5776,0.0701907,-0.997851,0.986604,0.000128083,0.999872,-10.0281
-14.0222,0.978257,0.229321,2,3,0,14.0866,0.81137,3.94178,0.159663,14.3979,0.0686303,-0.997944,0.987054,0.000497744,0.999502,-10.3016
-14.0156,0.98539,0.229321,3,11,0,15.1346,0.875584,5.56007,0.316781,0.98038,0.0304794,-0.99958,0.996208,1.7587e-05,0.999982,-10.1928
-13.5205,1,0.229321,2,3,0,14.0017,0.857085,6.29976,0.867286,8.47112,0.0400151,-0.999285,0.994281,4.36043e-06,0.999996,-9.8872
-13.3352,0.973687,0.229321,3,15,0,14.5826,0.859084,8.45157,0.588095,19.4574,0.0389261,-0.999322,0.994515,6.37421e-08,1,-9.81317
-13.7333,0.92986,0.229321,1,3,0,14.5177,0.832869,9.93761,0.662842,8.40069,0.0543052,-0.9987,0.990924,4.05776e-09,1,-10.3751
-15.2725,0.93611,0.229321,3,11,0,15.8361,0.948118,8.66659,0.133828,6.68377,0.00536906,-0.999986,0.999721,3.10854e-08,1,-10.8562
-15.7215,0.996111,0.229321,3,15,0,16.4873,0.965086,12.6111,0.962203,8.44309,0.00243497,-0.999997,0.999915,1.1468e-11,1,-10.8742
-14.4554,0.998216,0.229321,3,7,0,16.0773,0.924457,16.7298,0.923186,6.9826,0.0113482,-0.99994,0.999143,3.56113e-15,1,-9.80439
-14.2798,0.99986,0.229321,3,7,0,14.4744,0.930906,15.9206,0.967999,7.75326,0.00950246,-0.999958,0.999343,1.72794e-14,1,-9.71801
-14.2419,0.999341,0.229321,3,7,0,14.4887,0.923199,15.9331,0.679306,15.9542,0.0117272,-0.999936,0.999099,1.74685e-14,1,-9.77522
-15.5143,0.979976,0.229321,3,7,0,15.8431,0.940842,18.8437,0.580689,5.60874,0.0069748,-0.999977,0.999587,4.89645e-17,1,-9.71576
-15.8187,0.951319,0.229321,2,7,0,18.1885,0.884005,17.8431,0.89928,17.8966,0.0265474,-0.99968,0.996921,5.12708e-16,1,-11.2
-14.512,1,0.229321,3,15,0,17.2644,0.918583,7.03082,0.21734,12.5796,0.0131696,-0.999919,0.998928,8.58153e-07,0.999999,-10.4403
-13.9498,0.995306,0.229321,2,7,0,14.74,0.908403,8.03045,0.735117,3.7501,0.0166392,-0.999872,0.998476,1.21148e-07,1,-10.0375
-14.9989,0.992482,0.229321,3,15,0,16.4262,0.955798,13.371,0.451919,17.8723,0.00389993,-0.999993,0.999828,2.56329e-12,1,-10.3277
-13.6511,0.993563,0.229321,4,15,0,15.1373,0.910556,11.4097,0.884488,13.6263,0.0158726,-0.999883,0.99858,1.47538e-10,1,-9.73689
-14.6773,0.960619,0.229321,2,7,0,14.8172,0.846828,13.3135,0.313211,7.36314,0.0458224,-0.999067,0.992981,5.08641e-12,1,-11.1323
-14.6947,0.998812,0.229321,3,15,0,15.5364,0.85789,3.84493,0.848727,15.0626,0.0395748,-0.9993,0.994376,0.00053377,0.999466,-10.7278
-14.5994,0.958981,0.229321,2,3,0,15.9055,0.864902,4.12476,0.603256,2.44964,0.0358368,-0.999424,0.995159,0.00030365,0.999696,-10.6428
-14.3176,0.983171,0.229321,3,13,0,15.4691,0.917024,16.1593,0.179238,4.22081,0.0136753,-0.999913,0.998865,1.15023e-14,1,-9.87841
-15.1564,0.999253,0.229321,3,7,0,15.2946,0.939022,18.3454,0.366571,4.86037,0.0074091,-0.999974,0.999548,1.33244e-16,1,-9.71773
-17.391,0.992691,0.229321,3,15,0,17.7689,0.930163,19.8221,0.526191,7.52365,0.00970671,-0.999956,0.999322,7.35681e-18,1,-9.92581
-17.4516,0.997195,0.229321,2,3,0,17.5209,0.923115,19.8142,0.99932,6.6472,0.0117526,-0.999935,0.999096,7.78501e-18,1,-10.1178
-14.589,0.982157,0.229321,3,15,0,18.9389,0.919314,17.0439,0.0233402,8.99713,0.0129356,-0.999922,0.998956,1.95969e-15,1,-9.91585
-14.404,0.98671,0.229321,2,7,0,15.2216,0.931861,16.4539,0.144592,15.5366,0.00924265,-0.99996,0.99937,5.95243e-15,1,-9.72222
-17.6143,0.882478,0.229321,3,15,0,19.1354,0.978246,18.6194,0.667121,4.04303,0.000946069,-1,0.999979,6.83934e-17,1,-11.0196
-16.1719,1,0.229321,3,7,0,17.9781,0.968754,17.5333,0.828442,11.2372,0.00195069,-0.999998,0.999939,6.10379e-16,1,-10.4498
-13.8323,0.997826,0.229321,4,15,0,16.904,0.686606,5.05826,0.661272,13.1557,0.177139,-0.986661,0.944486,0.000105887,0.999894,-10.6297
-13.5986,0.999582,0.229321,3,7,0,13.9725,0.716801,4.27033,0.935858,17.5507,0.147539,-0.990737,0.958217,0.000381483,0.999619,-10.2198
-14.4076,0.953515,0.229321,2,3,0,14.4543,0.70132,3.05447,0.152772,18.2947,0.162503,-0.988774,0.951464,0.00376477,0.996235,-10.7996
-13.8609,0.839704,0.229321,2,7,0,17.479,0.856388,5.20345,0.0227946,13.7003,0.0403982,-0.999271,0.994198,3.74338e-05,0.999963,-10.1175
-14.055,0.992328,0.229321,2,3,0,14.2163,0.871798,5.30914,0.490161,3.50293,0.0323313,-0.999529,0.995855,2.9118e-05,0.999971,-10.2289
-13.7999,1,0.229321,2,3,0,14.0737,0.869878,5.88634,0.9689,15.4743,0.0332902,-0.999501,0.995668,9.40953e-06,0.999991,-10.0496
-14.5966,0.992226,0.229321,4,19,0,14.8797,0.909768,16.7603,0.099968,1.04012,0.0161512,-0.999879,0.998543,3.63611e-15,1,-10.0997
-14.2164,0.993941,0.229321,2,7,0,15.1788,0.919548,15.8163,0.27421,18.385,0.0128613,-0.999923,0.998965,2.24393e-14,1,-9.81322
-13.3631,0.993483,0.229321,3,15,0,15.0067,0.869785,8.76276,0.256838,12.5456,0.033337,-0.9995,0.995659,3.29258e-08,1,-9.78329
-13.4332,0.99378,0.229321,3,15,0,13.7323,0.840968,6.06298,0.353019,5.07604,0.0493033,-0.998924,0.992159,7.3522e-06,0.999993,-9.86661
-13.494,0.998474,0.229321,2,7,0,13.5218,0.84813,6.04599,0.481667,7.04892,0.0450653,-0.999097,0.993156,7.39971e-06,0.999993,-9.88825
-13.5513,0.998918,0.229321,3,15,0,13.7068,0.876233,11.0855,0.256407,8.76516,0.0301675,-0.999589,0.996266,3.29949e-10,1,-9.93173
-13.5609,0.999828,0.229321,3,13,0,14.0283,0.779985,4.42812,0.907425,16.3789,0.0921264,-0.996339,0.979731,0.000217718,0.999782,-10.0403
-15.308,0.882919,0.229321,2,3,0,15.4073,0.816867,2.87276,0.84815,0.272744,0.0648256,-0.998161,0.988128,0.00385698,0.996143,-11.3127
-13.4871,0.997734,0.229321,5,31,0,15.9349,0.872625,7.32988,0.531668,19.8446,0.0319222,-0.999541,0.995934,5.45036e-07,0.999999,-9.83002
-14.8262,0.990341,0.229321,4,15,0,15.5827,0.944988,17.2654,0.509564,16.4508,0.00603423,-0.999983,0.999668,1.11904e-15,1,-9.73267
-14.804,0.990963,0.229321,4,15,0,15.438,0.918014,17.5317,0.630686,4.59839,0.0133529,-0.999917,0.998905,7.48975e-16,1,-9.99329
-13.8462,0.998703,0.229321,3,7,0,14.8869,0.923333,12.1106,0.162118,8.51161,0.0116864,-0.999936,0.999104,3.4884e-11,1,-9.76632
-15.1987,0.943426,0.229321,3,7,0,16.1389,0.959417,14.0662,0.668333,8.83796,0.00328851,-0.999995,0.999867,6.34382e-13,1,-10.3859
-15.3723,0.998837,0.229321,4,15,0,16.129,0.958228,17.3424,0.470692,1.56453,0.00348364,-0.999994,0.999854,9.18068e-16,1,-9.99321
-13.9995,1,0.229321,4,15,0,15.727,0.930611,13.0034,0.308096,19.9816,0.00958323,-0.999957,0.999335,5.7507e-12,1,-9.77872
-14.3163,0.982563,0.229321,1,3,0,14.6236,0.940844,12.651,0.561915,2.4581,0.00697439,-0.999977,0.999587,1.12189e-11,1,-9.96857
-13.9471,0.99902,0.229321,3,7,0,14.4476,0.91478,14.4743,0.341876,3.13942,0.0144193,-0.999904,0.998771,3.30365e-13,1,-9.78585
-13.4603,0.996964,0.229321,3,15,0,14.2371,0.858955,6.68371,0.560447,13.7248,0.0389956,-0.99932,0.9945,2.04065e-06,0.999998,-9.84673
-13.3851,0.999715,0.229321,4,19,0,13.5786,0.76421,5.3196,0.850275,13.743,0.105012,-0.995266,0.975239,4.29519e-05,0.999957,-10.0378
-13.6639,0.939051,0.229321,2,3,0,14.1387,0.783867,4.22433,0.493344,9.30522,0.0890626,-0.996574,0.980751,0.000316475,0.999684,-10.0964
-16.0592,0.898112,0.229321,3,7,0,16.2506,0.816289,2.53386,0.908946,18.1901,0.0652211,-0.998139,0.988018,0.00740817,0.992592,-11.9604
-17.7305,0.962314,0.229321,4,15,0,18.0419,0.96002,19.7957,0.29355,6.28238,0.00319171,-0.999995,0.999872,6.8095e-18,1,-9.87597
-16.9167,0.997212,0.229321,4,15,0,18.2487,0.952936,4.75465,0.538594,9.49988,0.0044203,-0.999991,0.999792,7.57311e-05,0.999924,-12.1042
-16.9157,0.977353,0.229321,3,15,0,18.4257,0.897505,19.3863,0.869949,6.77167,0.0207898,-0.999802,0.997869,2.17742e-17,1,-11.0144
-16.3634,0.999373,0.229321,4,15,0,17.2421,0.966464,18.5691,0.0614778,1.99917,0.00224681,-0.999998,0.999925,7.74843e-17,1,-10.2225
-15.2572,0.992593,0.229321,3,15,0,18.482,0.960155,15.5539,0.842151,3.48441,0.00317015,-0.999995,0.999874,3.247e-14,1,-10.2386
-14.0737,0.996511,0.229321,2,7,0,16.0431,0.930313,14.5415,0.0347706,16.2448,0.0096653,-0.999956,0.999326,2.6958e-13,1,-9.72043
-16.3894,0.911046,0.229321,2,7,0,17.076,0.968256,9.83125,0.275111,19.3375,0.00201328,-0.999998,0.999936,2.94637e-09,1,-11.5205
-18.2678,0.992155,0.229321,4,15,0,18.646,0.98694,14.9027,0.0314522,10.1111,0.000341075,-1,0.999996,1.14264e-13,1,-12.2553
-17.9743,0.988604,0.229321,4,15,0,18.6386,0.903766,2.34393,0.484912,4.75107,0.0183506,-0.999845,0.998234,0.00952284,0.990477,-13.2636
-15.3131,0.998698,0.229321,2,3,0,18.3103,0.884935,3.73781,0.350013,6.74585,0.0261295,-0.99969,0.996993,0.000625208,0.999375,-11.1445
-13.6221,0.976081,0.229321,3,7,0,16.7254,0.89944,8.91858,0.554851,1.70949,0.0200203,-0.999816,0.997987,2.14624e-08,1,-9.82108
-14.8158,0.988215,0.229321,3,15,0,16.0779,0.944533,17.2689,0.016825,12.9905,0.00613433,-0.999982,0.99966,1.1132e-15,1,-9.72888
-14.7498,0.991182,0.229321,3,15,0,15.7078,0.94939,12.0068,0.0663028,8.60681,0.00510963,-0.999988,0.999741,3.96017e-11,1,-10.2869
-17.189,0.953357,0.229321,4,15,0,18.5045,0.933135,19.788,0.625984,3.47933,0.00890199,-0.999963,0.999405,7.74826e-18,1,-9.85722
-17.4211,0.999969,0.229321,3,7,0,17.6973,0.940703,19.8331,0.384627,13.6901,0.00700764,-0.999977,0.999584,6.81912e-18,1,-9.74012
-16.2595,0.952316,0.229321,4,15,0,19.9069,0.904478,19.0998,0.492959,13.4948,0.0180823,-0.999849,0.998273,3.64208e-17,1,-10.6637
-14.4452,0.976825,0.229321,3,7,0,17.4407,0.91982,16.6389,0.582458,18.4059,0.0127749,-0.999924,0.998976,4.37032e-15,1,-9.8707
-14.4879,0.999794,0.229321,3,7,0,14.5749,0.930257,16.8125,0.210685,6.64806,0.00968097,-0.999956,0.999325,2.9364e-15,1,-9.74261
-14.0254,0.997615,0.229321,2,7,0,14.8653,0.931545,13.3115,0.0733913,9.46303,0.00932825,-0.999959,0.999361,3.10434e-12,1,-9.77051
-13.8917,0.998125,0.229321,3,7,0,14.1649,0.925719,12.4215,0.32939,13.5784,0.0109743,-0.999944,0.999185,1.86348e-11,1,-9.76793
-13.5758,0.998435,0.229321,2,7,0,14.1095,0.8841,11.5151,0.0171577,18.4077,0.0265046,-0.999681,0.996928,1.35603e-10,1,-9.88803
-13.5603,0.996718,0.229321,2,5,0,13.7005,0.895655,8.98233,0.380547,10.6111,0.0215387,-0.999788,0.997753,1.91821e-08,1,-9.79331
-13.3887,0.999147,0.229321,3,15,0,13.6973,0.832554,8.34481,0.471188,0.406658,0.0545038,-0.99869,0.990874,8.99637e-08,1,-10.0043
-13.721,0.993768,0.229321,3,15,0,14.4427,0.911665,12.7471,0.816036,15.0147,0.0154845,-0.999889,0.998632,1.03356e-11,1,-9.73716
-15.3671,0.942863,0.229321,3,7,0,15.4963,0.937235,6.61949,0.0399799,17.0352,0.00784779,-0.999971,0.999507,1.87512e-06,0.999998,-11.0263
-13.3191,0.992337,0.229321,3,15,0,15.9626,0.815321,7.09554,0.96909,6.23551,0.065886,-0.998102,0.987832,1.11115e-06,0.999999,-9.95134
-14.0527,0.899516,0.229321,2,3,0,15.0204,0.768736,8.17377,0.130757,4.43521,0.101246,-0.995594,0.976586,1.88537e-07,1,-10.9053
-14.2367,0.957424,0.229321,2,7,0,16.6125,0.813353,10.4553,0.605166,1.57414,0.067247,-0.998024,0.987449,1.7097e-09,1,-10.9632
-14.4039,0.9937,0.229321,3,7,0,14.991,0.935353,9.92817,0.939352,12.0199,0.00832353,-0.999967,0.999462,2.58541e-09,1,-10.2119
-13.3246,0.974708,0.229321,3,11,0,15.5763,0.792899,6.13163,0.986501,0.958125,0.0821025,-0.997079,0.982996,7.95325e-06,0.999992,-9.96956
-13.317,0.998341,0.229321,3,15,0,13.6259,0.84331,7.97861,0.485838,17.4347,0.0478982,-0.998983,0.992495,1.73524e-07,1,-9.86504
-13.771,0.974334,0.229321,3,13,0,14.1617,0.799806,4.19453,0.250719,4.03565,0.0769428,-0.997428,0.984597,0.000317241,0.999683,-10.1418
-13.7738,0.996341,0.229321,3,7,0,14.0762,0.825142,4.59216,0.961055,16.2193,0.0592809,-0.998456,0.989634,0.000135691,0.999864,-10.1056
-13.34,0.989678,0.229321,3,15,0,14.6891,0.848379,8.44735,0.102298,7.05206,0.044921,-0.999103,0.993189,6.77359e-08,1,-9.87846
-13.4867,0.958086,0.229321,3,15,0,14.5392,0.88084,7.98313,0.702377,17.2052,0.0279952,-0.999645,0.996664,1.45961e-07,1,-9.80467
-13.7162,0.999898,0.229321,4,15,0,13.8418,0.914845,12.1614,0.194467,0.820712,0.0143975,-0.999904,0.998774,3.26055e-11,1,-9.72973
-13.3723,0.995743,0.229321,3,15,0,13.9253,0.870625,9.1284,0.341525,8.19688,0.0329155,-0.999512,0.995742,1.59808e-08,1,-9.7948
-13.5359,0.99806,0.229321,3,7,0,13.586,0.892755,11.2898,0.388592,15.6679,0.0227383,-0.999764,0.997561,2.02508e-10,1,-9.78672
-13.6326,0.997081,0.229321,3,15,0,14.0418,0.906821,11.9171,0.518028,17.0646,0.0172139,-0.999863,0.998396,5.47893e-11,1,-9.73786
-14.0094,0.932776,0.229321,2,7,0,15.4856,0.878117,13.2825,0.512883,3.65166,0.0292695,-0.999612,0.996433,4.3059e-12,1,-10.2744
-14.7203,0.964632,0.229321,2,3,0,14.7455,0.856034,13.979,0.343995,3.47745,0.0405934,-0.999264,0.994156,1.285e-12,1,-11.068
-13.731,0.977343,0.229321,2,7,0,15.7953,0.914951,10.7645,0.797718,8.13729,0.0143619,-0.999904,0.998779,5.21939e-10,1,-9.78538
-13.8287,0.951268,0.229321,3,7,0,15.3971,0.899528,7.68891,0.322617,18.1479,0.0199855,-0.999817,0.997992,2.44821e-07,1,-9.98371
-14.0652,0.99368,0.229321,3,15,0,14.738,0.913707,15.0778,0.606269,9.17993,0.0147822,-0.999899,0.998724,1.00248e-13,1,-9.84046
-14.5453,0.981718,0.229321,3,7,0,14.7214,0.943912,11.4492,0.258922,15.1411,0.00627201,-0.999981,0.999648,1.2207e-10,1,-10.1992
-15.1733,0.988096,0.229321,3,7,0,15.5711,0.881077,16.5582,0.966305,5.80622,0.0278853,-0.999648,0.996684,6.61934e-15,1,-10.9689
-15.1034,1,0.229321,3,7,0,15.2836,0.887391,16.7849,0.972627,14.3441,0.0250401,-0.999715,0.99718,4.03124e-15,1,-10.797
-15.0813,0.953455,0.229321,3,7,0,16.9148,0.956905,13.1556,0.697048,5.94453,0.00370754,-0.999993,0.99984,3.92986e-12,1,-10.4017
-15.3871,0.978111,0.229321,3,15,0,18.2251,0.74008,9.45987,0.412257,11.0805,0.125988,-0.993224,0.967253,2.13163e-08,1,-12.3495
-14.1691,0.98856,0.229321,3,7,0,15.986,0.820161,3.86081,0.929731,9.09,0.0625919,-0.998283,0.988744,0.000567708,0.999432,-10.3958
-13.8411,1,0.229321,3,15,0,14.2645,0.84659,10.9798,0.228115,0.748447,0.0459613,-0.999062,0.992949,4.86063e-10,1,-10.404
-13.5407,0.999978,0.229321,3,15,0,14.2,0.888824,11.3388,0.467048,16.6625,0.0244148,-0.999728,0.997286,1.87408e-10,1,-9.82182
-13.5128,0.986539,0.229321,3,11,0,15.1544,0.751838,4.42726,0.640477,2.3586,0.115584,-0.994283,0.971317,0.000244147,0.999756,-10.0758
-13.397,0.99328,0.229321,3,15,0,13.9881,0.82726,5.8164,0.534122,12.3413,0.0578973,-0.998526,0.989999,1.25286e-05,0.999987,-9.87269
-13.5397,0.994039,0.229321,4,23,0,13.7963,0.871937,10.8495,0.37823,7.55489,0.0322625,-0.999531,0.995868,5.3765e-10,1,-9.95389
-14.5658,0.923417,0.229321,3,7,0,15.4547,0.877337,14.927,0.436271,9.84249,0.0296396,-0.999603,0.996364,1.69563e-13,1,-10.6722
-14.9326,0.981302,0.229321,3,7,0,15.6687,0.918899,5.94027,0.967716,9.94437,0.0130683,-0.99992,0.99894,7.48624e-06,0.999993,-10.7696
-14.9625,0.999718,0.229321,4,15,0,15.4687,0.894756,16.8987,0.131593,4.20399,0.0219074,-0.99978,0.997694,3.05044e-15,1,-10.5674
-15.4655,0.999927,0.229321,3,15,0,16.3282,0.924062,18.7455,0.54949,14.405,0.0114667,-0.999939,0.999129,6.48249e-17,1,-9.97496
-15.2937,0.999539,0.229321,3,7,0,15.777,0.940847,18.5406,0.997442,0.861325,0.00697357,-0.999977,0.999587,8.95751e-17,1,-9.71167
-15.806,0.973619,0.229321,3,7,0,16.4336,0.905189,18.6898,0.908278,2.83369,0.0178166,-0.999854,0.998311,8.16749e-17,1,-10.5572
-15.748,0.991093,0.229321,3,11,0,17.1372,0.923276,19.0304,0.89384,11.8544,0.0117039,-0.999936,0.999102,3.69548e-17,1,-10.0244
-15.663,0.993289,0.229321,3,7,0,16.0414,0.933496,19.0342,0.644619,0.40579,0.0088065,-0.999963,0.999414,3.46873e-17,1,-9.8036
-17.2374,0.949538,0.229321,3,7,0,19.0523,0.922273,19.7669,0.514088,3.44675,0.0120098,-0.999933,0.999067,8.59674e-18,1,-10.138
-17.1038,0.99922,0.229321,2,3,0,17.2779,0.921937,19.7326,0.316158,2.14309,0.0121133,-0.999932,0.999054,9.22367e-18,1,-10.1442
-17.2195,0.998234,0.229321,4,15,0,18.2859,0.954143,19.7347,0.685485,14.7447,0.00419697,-0.999992,0.999808,7.84685e-18,1,-9.75437
-18.0266,0.999205,0.229321,4,15,0,18.3575,0.931783,19.907,0.221767,16.1276,0.00926386,-0.99996,0.999368,6.15767e-18,1,-9.89501
-18.5527,0.981294,0.229321,4,15,0,18.8201,0.899962,19.8804,0.468474,18.2876,0.0198149,-0.99982,0.998018,8.03037e-18,1,-11.0197
-18.666,0.999627,0.229321,4,15,0,19.1754,0.966552,19.8798,0.875842,4.65165,0.00223504,-0.999998,0.999925,5.64812e-18,1,-10.1135
-17.8107,0.997723,0.229321,4,15,0,18.7913,0.962354,19.7848,0.304182,9.62438,0.00283042,-0.999996,0.999893,6.91063e-18,1,-9.95016
-17.4348,0.979472,0.229321,3,7,0,19.4904,0.877146,19.2231,0.876023,17.2744,0.0297306,-0.9996,0.996347,3.58544e-17,1,-11.9191
-14.1603,0.969374,0.229321,4,15,0,19.4415,0.896427,14.8116,0.134849,5.94908,0.0212247,-0.999794,0.997802,1.87363e-13,1,-10.1338
-13.4134,0.998776,0.229321,3,15,0,16.1053,0.845808,6.35168,0.0805163,4.71695,0.04642,-0.999043,0.992842,4.10853e-06,0.999996,-9.84722
-15.2988,0.891684,0.229321,2,3,0,15.5573,0.854315,3.20624,0.250422,18.2748,0.0415473,-0.99923,0.993947,0.00187588,0.998124,-11.2097
-15.3136,0.988369,0.229321,3,7,0,15.8606,0.800728,12.0217,0.763064,7.38791,0.0762649,-0.997472,0.984803,9.3203e-11,1,-12.0503
-13.3954,1,0.229321,2,3,0,15.2752,0.834742,8.47391,0.501311,1.19023,0.0531285,-0.998754,0.99122,6.91457e-08,1,-10.0047
-18.8815,0.904087,0.229321,4,15,0,19.648,0.988765,17.2038,0.141845,10.1733,0.000252398,-1,0.999997,1.14516e-15,1,-12.2634
-19.273,0.998867,0.229321,3,7,0,19.5888,0.990578,17.1624,0.919736,4.02164,0.000177516,-1,0.999998,1.24234e-15,1,-12.493
-15.7444,0.959003,0.229321,3,7,0,22.8463,0.889277,17.991,0.302498,18.9929,0.0242187,-0.999733,0.997318,3.66925e-16,1,-11.0224
-13.636,0.99915,0.229321,3,15,0,16.3324,0.909311,11.3154,0.281081,19.7296,0.0163138,-0.999877,0.998521,1.78802e-10,1,-9.73688
-14.1842,0.962262,0.229321,2,7,0,14.6957,0.865195,13.1097,0.0906366,6.12774,0.0356845,-0.999428,0.99519,6.5997e-12,1,-10.5475
-14.4836,0.99361,0.229321,3,15,0,14.8181,0.877853,14.7393,0.818007,4.37095,0.0293945,-0.999609,0.99641,2.44513e-13,1,-10.6101
-13.6337,0.993472,0.229321,3,7,0,15.2901,0.856887,5.85974,0.550616,16.5064,0.0401237,-0.999281,0.994258,1.0333e-05,0.99999,-9.96084
-13.3282,0.987613,0.229321,1,3,0,13.9275,0.843507,6.92938,0.0329897,6.28329,0.0477806,-0.998988,0.992523,1.34294e-06,0.999999,-9.81798
-13.8286,0.957648,0.229321,3,13,0,14.6448,0.8525,11.2396,0.645008,5.96009,0.0425657,-0.999193,0.993722,2.81272e-10,1,-10.3533
-15.9406,0.9852,0.229321,4,15,0,16.2601,0.968162,16.4661,0.110197,6.28696,0.00202524,-0.999998,0.999936,5.15542e-15,1,-10.5334
-13.7625,0.981368,0.229321,4,23,0,18.8688,0.688966,4.86206,0.573722,19.485,0.174766,-0.987016,0.945642,0.000149022,0.999851,-10.5293
-13.7278,0.91839,0.229321,1,3,0,14.7086,0.73212,3.84375,0.702892,10.1106,0.133221,-0.992433,0.964313,0.000787113,0.999213,-10.236
-13.766,0.986435,0.229321,2,3,0,13.9388,0.741919,3.79118,0.743678,1.671,0.124339,-0.993398,0.967911,0.00083609,0.999164,-10.2397
-14.0741,0.847943,0.229321,2,7,0,16.1962,0.823733,4.04421,0.933396,3.89777,0.0602093,-0.998409,0.989387,0.00039411,0.999606,-10.3201
-13.9927,1,0.229321,3,7,0,14.2373,0.838149,11.0319,0.642441,18.974,0.0510188,-0.998849,0.991743,4.65292e-10,1,-10.5981
-13.9838,0.968048,0.229321,3,15,0,15.2602,0.82961,4.28607,0.273871,11.1328,0.0563796,-0.998601,0.990393,0.000242445,0.999758,-10.2458
-14.0588,0.983388,0.229321,3,15,0,14.9196,0.886103,13.9033,0.495911,15.2424,0.0256083,-0.999702,0.997083,1.20276e-12,1,-10.2138
-13.9737,1,0.229321,2,3,0,14.0922,0.884564,13.503,0.696569,10.5835,0.0262959,-0.999686,0.996964,2.67581e-12,1,-10.1747
-13.9362,0.91628,0.229321,2,7,0,17.1941,0.925016,13.858,0.684515,6.60755,0.011182,-0.999942,0.999162,1.07334e-12,1,-9.72029
-16.4708,0.933242,0.229321,3,11,0,17.4616,0.974116,15.5216,0.405058,5.80334,0.00133907,-0.999999,0.999965,3.36594e-14,1,-11.0404
-14.6221,0.999841,0.229321,3,7,0,16.8334,0.945914,11.5904,0.110958,2.93755,0.00583351,-0.999984,0.999684,9.16457e-11,1,-10.2374
-13.842,0.998617,0.229321,2,7,0,14.8102,0.90719,13.7969,0.968204,17.1602,0.0170792,-0.999865,0.998415,1.31605e-12,1,-9.82539
-14.872,0.954425,0.229321,3,7,0,15.2036,0.946435,10.0963,0.0341919,19.3243,0.00572198,-0.999984,0.999694,1.80138e-09,1,-10.5037
