# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = W11_RL_asymmetric_model
# start_datetime = 2024-03-12 18:53:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/98/18p7fygn5473lcp5yfrz9s340000gn/T/RtmpLoYUAL/standata-151eb53196480.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/emmaolsen/Library/Mobile Documents/com~apple~CloudDocs/cognitive_science/00_MS_cogsci/2_adv_cognitive_ modelling/ACMP2_EMMA/simmodels/W11_RL_asymmetric-202403121953-1-0970db.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = /Users/emmaolsen/Library/Mobile Documents/com~apple~CloudDocs/cognitive_science/00_MS_cogsci/2_adv_cognitive_ modelling/ACMP2_EMMA/simmodels/W11_RL_asymmetric-profile-202403121953-1-575717.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --warn-pedantic --name=W11_RL_asymmetric_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha_pos,alpha_neg,temperature
# Adaptation terminated
# Step size = 0.118741
# Diagonal elements of inverse mass matrix:
# 1.90551, 0.662042, 1.74442
-17.4116,0.98712,0.118741,2,7,0,18.0869,0.834097,0.442714,2.80346
-16.8006,0.987149,0.118741,3,7,0,17.8485,0.771924,0.467977,3.58965
-16.9824,0.991049,0.118741,3,7,0,17.1234,0.760474,0.464435,3.84471
-15.5242,0.999117,0.118741,3,15,0,18.5418,0.698169,0.666749,3.48194
-15.3004,0.990875,0.118741,4,15,0,16.4883,0.767079,0.679187,4.52039
-15.5264,0.999136,0.118741,4,15,0,15.5595,0.8112,0.655042,3.59999
-17.0931,0.87676,0.118741,3,15,0,20.8686,0.561803,0.740343,9.34062
-17.9015,0.984567,0.118741,3,7,0,19.9193,0.721122,0.655244,2.24407
-16.2235,0.99088,0.118741,3,7,0,19.203,0.818298,0.605869,5.06791
-17.1259,0.996785,0.118741,3,7,0,17.4958,0.694116,0.526555,2.59661
-16.8591,1,0.118741,4,15,0,17.3844,0.777485,0.523483,4.61132
-16.3893,0.998908,0.118741,3,7,0,17.0528,0.787394,0.549866,2.9007
-15.594,0.992418,0.118741,5,31,0,17.1586,0.896404,0.791531,5.14009
-16.8903,0.990079,0.118741,4,15,0,17.0923,0.94865,0.761973,8.10218
-15.2971,0.997056,0.118741,4,31,0,17.6238,0.595502,0.863206,8.98847
-16.1555,0.986342,0.118741,4,15,0,16.7461,0.594449,0.868993,4.8757
-15.7335,1,0.118741,2,3,0,16.1628,0.591957,0.863346,5.66239
-15.2139,0.994858,0.118741,3,15,0,16.8909,0.682275,0.845589,8.93065
-15.1187,0.998908,0.118741,4,31,0,15.6042,0.753095,0.757582,4.86363
-16.6771,0.973985,0.118741,4,15,0,17.7684,0.478773,0.671136,6.31163
-17.0182,0.99694,0.118741,5,31,0,17.6087,0.503642,0.648885,6.37098
-16.2763,0.998472,0.118741,3,15,0,17.5615,0.76175,0.824886,3.59646
-17.5827,0.99678,0.118741,3,15,0,19.0683,0.256657,0.723176,7.01177
-18.6805,0.996983,0.118741,4,15,0,19.4344,0.148946,0.817737,5.81238
-20.4524,0.996764,0.118741,5,63,0,21.851,0.999329,0.824011,5.64321
-19.9988,0.998309,0.118741,3,15,0,21.0453,0.99906,0.812376,6.53155
-19.0666,0.992511,0.118741,4,15,0,20.6482,0.99764,0.772134,5.65909
-19.6726,0.990989,0.118741,3,7,0,19.7376,0.99791,0.783199,3.86402
-19.8281,0.976327,0.118741,3,7,0,21.5971,0.997599,0.754205,3.26163
-19.7412,0.986134,0.118741,5,31,0,21.7235,0.987848,0.501078,5.05725
-15.4867,1,0.118741,5,31,0,21.1444,0.73642,0.636696,4.27176
-15.7128,0.98365,0.118741,5,31,0,16.5363,0.872079,0.795193,8.00518
-16.126,0.996103,0.118741,5,31,0,16.5186,0.668181,0.921797,8.64018
-16.4295,0.998652,0.118741,3,7,0,16.5043,0.698135,0.928125,8.20518
-16.4205,0.987724,0.118741,4,23,0,18.9371,0.942121,0.776055,7.65927
-17.2739,0.984766,0.118741,5,31,0,19.0473,0.339673,0.677517,6.21367
-17.0393,0.999554,0.118741,4,15,0,17.5678,0.362438,0.698292,6.65989
-15.1257,0.997976,0.118741,4,23,0,17.9227,0.644123,0.823046,6.59012
-15.0879,0.999932,0.118741,5,31,0,15.1732,0.686196,0.777159,6.03565
-15.501,0.996785,0.118741,4,19,0,15.9143,0.694304,0.679562,3.51134
-16.6602,0.98719,0.118741,5,31,0,17.0257,0.672,0.949674,15.1244
-16.4536,0.997722,0.118741,4,31,0,18.9045,0.697282,0.945751,13.9574
-15.6597,0.995797,0.118741,4,31,0,18.1457,0.861918,0.778009,7.46895
-15.3088,0.998786,0.118741,4,31,0,16.9171,0.731838,0.852039,9.74638
-15.9047,0.998005,0.118741,4,19,0,16.6156,0.392898,0.867579,8.77586
-16.7889,0.998893,0.118741,5,31,0,17.7311,0.858943,0.909723,16.8223
-16.6525,0.999982,0.118741,4,15,0,17.001,0.823626,0.936048,16.8955
-15.644,0.999327,0.118741,4,31,0,18.128,0.749678,0.842877,4.93945
-16.1729,0.994141,0.118741,4,15,0,16.5304,0.780048,0.837249,11.9348
-18.3271,0.982477,0.118741,4,15,0,18.7406,0.834785,0.778208,12.6231
-16.6044,0.998844,0.118741,3,15,0,19.0798,0.742532,0.785036,10.4985
-19.0389,0.969863,0.118741,4,15,0,20.1389,0.933747,0.915763,3.55266
-17.6321,0.999963,0.118741,4,15,0,20.4402,0.973127,0.892284,14.276
-17.8175,0.999508,0.118741,4,31,0,18.4542,0.965843,0.934552,16.5163
-18.1657,0.995823,0.118741,5,31,0,18.6898,0.25892,0.916588,5.85429
-15.6702,0.999598,0.118741,4,15,0,18.7721,0.640497,0.902421,8.57495
-16.2339,0.999338,0.118741,4,15,0,16.3624,0.422947,0.871346,12.4327
-15.0901,0.994864,0.118741,4,27,0,17.5721,0.744765,0.761351,5.15922
-15.2305,0.994626,0.118741,2,7,0,15.4345,0.728082,0.778727,4.57049
-15.2185,0.999333,0.118741,5,31,0,15.4464,0.79271,0.816988,7.64455
-16.3304,0.983864,0.118741,4,27,0,18.8134,0.591957,0.928824,9.11408
-16.0882,0.998852,0.118741,4,23,0,17.5562,0.72518,0.933424,14.5437
-16.1325,0.990455,0.118741,4,31,0,18.6327,0.939848,0.767673,4.32782
-15.6085,0.994288,0.118741,4,15,0,16.7006,0.760984,0.745289,3.55154
-17.0549,0.989753,0.118741,5,31,0,18.1607,0.347505,0.937215,10.5154
-18.6189,0.997481,0.118741,5,31,0,19.0008,0.166573,0.907357,17.2581
-16.9748,0.999317,0.118741,5,31,0,19.7462,0.264671,0.897176,7.84439
-19.1565,0.993858,0.118741,4,15,0,19.461,0.11867,0.865424,15.9518
-17.6342,0.996143,0.118741,5,31,0,20.008,0.516447,0.96273,12.4159
-17.3161,0.999974,0.118741,3,7,0,17.708,0.541152,0.959401,13.5398
-17.3726,0.999952,0.118741,4,15,0,17.4839,0.573155,0.960865,13.3101
-17.5239,0.998019,0.118741,5,31,0,18.5625,0.855542,0.960665,15.0448
-19.2883,0.995425,0.118741,4,31,0,20.1251,0.973164,0.965019,16.23
-18.2347,0.999559,0.118741,5,31,0,20.3344,0.950356,0.932586,18.4666
-18.6379,0.993083,0.118741,4,23,0,20.5026,0.331418,0.801726,3.01577
-16.9699,0.995754,0.118741,5,31,0,20.033,0.945921,0.79573,9.52623
-15.9996,0.998545,0.118741,5,31,0,17.78,0.409348,0.725445,5.50069
-18.6909,0.992835,0.118741,5,31,0,20.2797,0.122966,0.822847,7.34355
-18.4915,0.998908,0.118741,5,31,0,19.8485,0.987157,0.913296,15.6506
-18.3012,0.995072,0.118741,4,15,0,19.8583,0.985055,0.929008,15.3125
-15.9386,0.994062,0.118741,4,23,0,20.1054,0.52259,0.905917,8.53849
-16.2784,0.999094,0.118741,4,15,0,16.3088,0.483083,0.910677,7.79568
-17.39,0.996396,0.118741,3,15,0,18.9842,0.202608,0.891882,8.29316
-17.0687,0.999637,0.118741,3,7,0,17.5264,0.216719,0.886918,9.2819
-16.2845,0.998818,0.118741,5,31,0,18.0051,0.887241,0.919489,14.3372
-16.2141,0.999797,0.118741,5,31,0,16.8739,0.433099,0.91756,12.8011
-15.5102,0.998793,0.118741,4,31,0,17.3857,0.681059,0.894437,8.48729
-15.9286,0.999436,0.118741,4,31,0,16.5424,0.577331,0.629314,3.37508
-17.1361,0.969279,0.118741,3,7,0,18.1439,0.411273,0.585517,3.25426
-16.8033,0.988481,0.118741,3,7,0,17.8995,0.471377,0.629501,3.01159
-15.1273,0.992092,0.118741,4,31,0,17.5071,0.663513,0.837411,7.48855
-15.6558,0.993232,0.118741,5,31,0,16.4799,0.828096,0.726593,6.42731
-16.5179,0.998351,0.118741,4,15,0,16.7477,0.600772,0.592512,5.02888
-16.1237,0.998543,0.118741,4,19,0,17.6667,0.802825,0.889147,5.91342
-16.6162,0.996585,0.118741,4,23,0,17.2717,0.884322,0.871467,4.69398
-16.8252,0.993812,0.118741,3,15,0,18.5344,0.944373,0.801926,3.69619
-18.1483,0.979672,0.118741,3,7,0,18.6181,0.922828,0.822611,2.71008
-16.5683,0.999092,0.118741,3,15,0,19.088,0.959022,0.786124,4.32777
-16.6295,0.999816,0.118741,5,47,0,17.52,0.967825,0.854224,7.86397
-16.9722,0.987601,0.118741,4,15,0,17.5677,0.948013,0.900154,6.94178
-17.0515,0.99984,0.118741,4,15,0,18.0363,0.974333,0.890473,9.23776
-17.8571,0.992179,0.118741,3,7,0,18.0613,0.983976,0.901259,7.84609
-18.3152,1,0.118741,4,15,0,18.6155,0.991123,0.88903,12.4451
-17.5505,1,0.118741,4,15,0,18.3778,0.981741,0.906459,11.8663
-16.4641,0.998019,0.118741,5,31,0,18.1989,0.944882,0.872088,6.61442
-15.9776,0.999021,0.118741,3,15,0,16.794,0.870839,0.845639,10.8707
-17.8498,0.997228,0.118741,4,31,0,18.1402,0.980714,0.888529,6.20252
-17.8089,0.989589,0.118741,5,47,0,20.55,0.506267,0.942596,18.8917
-16.3319,0.994621,0.118741,4,31,0,19.5185,0.397892,0.915324,12.934
-16.5859,0.998386,0.118741,4,15,0,16.8351,0.401486,0.886539,14.2386
-17.0259,0.994308,0.118741,4,15,0,17.6072,0.499447,0.934717,7.60841
-16.7771,0.998299,0.118741,5,31,0,17.9239,0.837278,0.786262,2.94491
-16.2748,0.992415,0.118741,4,15,0,17.4638,0.758369,0.683988,6.75961
-16.7055,0.986608,0.118741,4,15,0,17.6429,0.617589,0.644938,2.69324
-17.706,0.868826,0.118741,4,15,0,20.3058,0.48923,0.624888,2.54876
-17.3507,1,0.118741,5,31,0,18.8022,0.940682,0.693614,2.68428
-17.3254,0.941013,0.118741,4,15,0,19.5893,0.965677,0.758821,8.14862
-16.4204,0.999905,0.118741,3,7,0,17.3979,0.963916,0.784124,5.43869
-15.7008,0.999176,0.118741,5,31,0,17.352,0.535582,0.661775,4.35008
-16.3221,0.996196,0.118741,3,7,0,16.4192,0.514211,0.610912,3.28753
-15.1666,0.978437,0.118741,4,31,0,17.6705,0.780285,0.815793,7.36841
-15.4368,0.990391,0.118741,4,31,0,15.9448,0.674239,0.887369,8.23917
-16.2703,0.996824,0.118741,4,31,0,17.3104,0.95146,0.731471,5.54981
-16.5482,0.983456,0.118741,2,7,0,17.2106,0.941552,0.761458,3.56095
-15.7677,0.990385,0.118741,5,47,0,18.2607,0.794367,0.878982,12.6957
-16.1889,0.999423,0.118741,4,31,0,17.0028,0.653727,0.936033,14.8008
-16.9687,0.995036,0.118741,5,31,0,18.4248,0.931205,0.511197,3.26164
-16.0166,0.998649,0.118741,5,31,0,17.1678,0.398957,0.887143,10.7052
-16.101,0.999564,0.118741,5,31,0,16.5188,0.927752,0.878429,10.4561
-16.0161,0.993396,0.118741,4,31,0,17.9646,0.826765,0.922691,10.4966
-16.0188,0.999678,0.118741,5,31,0,16.3717,0.883141,0.878148,12.2552
-16.0982,0.999491,0.118741,4,15,0,16.4287,0.891018,0.9034,13.1596
-16.1818,0.99085,0.118741,4,31,0,18.2671,0.911308,0.909717,12.1882
-15.5775,0.999528,0.118741,4,15,0,16.4887,0.726203,0.891327,12.6225
-15.5188,0.998469,0.118741,3,15,0,16.7534,0.70424,0.88032,11.9956
-15.2022,0.999633,0.118741,5,31,0,15.7117,0.758131,0.766699,6.4282
-17.0505,0.986285,0.118741,4,15,0,18.9503,0.559454,0.58572,2.68948
-16.7833,0.994427,0.118741,5,31,0,19.5397,0.9744,0.781853,6.35161
-18.1247,0.994626,0.118741,4,15,0,18.5895,0.9867,0.613342,4.8864
-16.5855,1,0.118741,4,31,0,19.9388,0.958159,0.835129,5.3645
-17.3189,0.999607,0.118741,5,31,0,18.8373,0.963529,0.533033,3.70451
-16.8309,0.950837,0.118741,3,7,0,18.8571,0.961517,0.606584,4.07771
-16.4351,0.999933,0.118741,4,15,0,17.4424,0.962911,0.730098,5.02964
-17.6968,0.995323,0.118741,4,31,0,18.3152,0.988125,0.713832,5.55514
-16.9154,0.993395,0.118741,4,31,0,18.4528,0.971254,0.728532,6.06264
-16.5452,0.99741,0.118741,5,63,0,18.7232,0.859708,0.940842,14.3549
-15.7646,0.999582,0.118741,5,31,0,17.1162,0.898246,0.864033,9.69458
-18.0916,0.993201,0.118741,4,31,0,18.6562,0.989611,0.897929,8.52529
-16.4769,0.998252,0.118741,4,15,0,18.5838,0.951466,0.892986,10.1152
-16.301,0.995641,0.118741,5,63,0,17.9315,0.685444,0.578709,4.73907
-16.53,0.990409,0.118741,4,15,0,17.1063,0.722655,0.601202,2.70093
-15.8702,0.992831,0.118741,5,31,0,17.3734,0.599574,0.602023,3.9006
-16.0168,0.968866,0.118741,4,31,0,18.9349,0.75612,0.93202,13.2938
-17.1849,0.9895,0.118741,4,31,0,20.224,0.930618,0.906641,6.12984
-16.5432,0.999979,0.118741,5,31,0,17.849,0.901422,0.895889,14.6715
-16.7816,0.998272,0.118741,4,31,0,17.4897,0.903506,0.896092,15.4152
-15.32,0.996798,0.118741,4,27,0,17.8601,0.814204,0.860266,8.96829
-16.3263,0.988373,0.118741,4,31,0,17.5293,0.469825,0.858784,12.7643
-16.875,0.992012,0.118741,3,7,0,17.0947,0.469891,0.833087,12.8075
-16.5646,0.999205,0.118741,2,3,0,16.9844,0.473888,0.839568,12.4324
-16.5299,0.999061,0.118741,4,15,0,17.3812,0.325973,0.899672,8.50079
-16.666,0.999841,0.118741,5,31,0,17.5659,0.950074,0.911671,10.8624
-17.6181,0.992738,0.118741,5,31,0,18.7845,0.932129,0.95125,12.1972
-19.1211,0.983078,0.118741,4,31,0,22.631,0.958155,0.921015,19.1637
-16.4967,0.994203,0.118741,4,31,0,20.2607,0.920519,0.905368,14.0828
-15.1434,0.999872,0.118741,5,31,0,16.7697,0.762949,0.810712,7.24158
-16.1658,0.995808,0.118741,4,31,0,16.5922,0.352268,0.867314,7.37653
-16.4135,0.998701,0.118741,4,31,0,17.1644,0.299468,0.801768,7.04653
-16.4481,0.98448,0.118741,4,31,0,18.5022,0.821439,0.937404,10.8564
-19.0973,0.988962,0.118741,4,15,0,20.0089,0.296787,0.951282,5.6745
-17.1673,0.99999,0.118741,3,7,0,19.2635,0.378678,0.931585,7.91804
-16.4345,0.998118,0.118741,5,31,0,18.0584,0.337117,0.808404,8.71387
-16.1736,1,0.118741,4,15,0,16.98,0.414951,0.903373,8.76966
-16.062,0.999799,0.118741,5,31,0,16.9516,0.74145,0.893273,14.8241
-16.1643,0.998247,0.118741,4,15,0,16.4124,0.754165,0.932117,10.6141
-15.5897,0.999368,0.118741,4,15,0,16.4795,0.753266,0.909301,10.6094
-15.7218,0.999528,0.118741,4,15,0,15.9032,0.849629,0.893145,11.9404
-17.1541,0.991119,0.118741,4,15,0,17.5389,0.931341,0.901964,15.9668
-19.2316,0.989899,0.118741,5,31,0,20.837,0.960686,0.788795,2.36287
-17.6918,1,0.118741,3,7,0,19.5048,0.967462,0.719356,7.60929
-16.4835,0.99648,0.118741,4,23,0,19.2197,0.378953,0.907265,8.09707
-15.6941,0.999772,0.118741,4,15,0,16.7089,0.64922,0.884419,12.9654
-15.7558,0.9973,0.118741,4,31,0,16.0568,0.664089,0.891319,6.95374
-15.3182,0.996571,0.118741,4,31,0,16.7188,0.823172,0.829975,5.99437
-15.5921,0.994348,0.118741,4,15,0,16.0612,0.858836,0.821525,5.08599
-15.6261,0.999762,0.118741,4,31,0,15.922,0.855294,0.851357,9.99144
-18.8535,0.996552,0.118741,5,31,0,19.5171,0.553556,0.970797,18.6121
-15.4122,0.997592,0.118741,5,31,0,21.351,0.548023,0.784534,4.81444
-15.4118,0.999228,0.118741,4,31,0,15.8647,0.551383,0.837934,8.88849
-16.217,0.99944,0.118741,5,31,0,16.7843,0.819896,0.926331,15.4304
-16.5845,0.996778,0.118741,5,31,0,16.7796,0.846592,0.894644,15.7498
-17.9009,0.994171,0.118741,5,31,0,19.4017,0.972461,0.663036,6.42305
-18.0474,0.984949,0.118741,2,3,0,18.5395,0.973043,0.668861,6.70875
-19.5498,0.983712,0.118741,3,7,0,21.7411,0.973737,0.505704,2.29002
-17.8897,0.99985,0.118741,5,31,0,22.5564,0.599881,0.487426,4.6834
-17.7471,0.966908,0.118741,4,15,0,21.079,0.719815,0.392627,3.23444
-15.3091,0.997832,0.118741,4,15,0,18.5379,0.676367,0.709326,3.93908
-16.0991,0.980236,0.118741,3,7,0,16.4142,0.638081,0.7169,3.06928
-15.6632,0.890141,0.118741,3,15,0,22.2236,0.557778,0.897165,8.8465
-15.7385,0.991136,0.118741,4,31,0,17.535,0.597616,0.897487,13.2792
-17.497,0.9804,0.118741,3,15,0,18.1703,0.540997,0.934666,5.89827
-16.1424,0.999838,0.118741,4,15,0,17.9933,0.602013,0.918502,15.6034
-15.7693,0.997263,0.118741,4,31,0,16.8453,0.752337,0.870918,12.5947
-16.1251,0.99895,0.118741,4,15,0,16.7641,0.926064,0.885022,8.22352
-15.4702,0.999928,0.118741,5,31,0,16.7283,0.659807,0.654389,3.77191
-15.279,0.994646,0.118741,4,15,0,16.0147,0.693771,0.701829,5.11789
-15.9973,0.985027,0.118741,3,15,0,16.1973,0.749671,0.692919,6.54931
-15.323,0.998547,0.118741,3,15,0,16.4802,0.786062,0.733252,5.91127
-16.5802,0.978204,0.118741,3,7,0,16.7462,0.840149,0.804314,3.22058
-16.2229,0.998712,0.118741,3,7,0,16.877,0.816374,0.813701,3.59126
-16.5648,0.994982,0.118741,4,31,0,19.5133,0.591771,0.846166,3.73557
-15.9892,0.992051,0.118741,4,31,0,17.7399,0.653874,0.925358,14.7537
-15.0997,0.999043,0.118741,5,31,0,16.6154,0.656158,0.779486,5.48296
-15.2493,0.996685,0.118741,4,31,0,15.6438,0.775834,0.761878,6.4182
-15.2579,0.986844,0.118741,3,15,0,16.2859,0.807038,0.786676,4.90457
-17.1947,0.98671,0.118741,5,31,0,18.8364,0.219801,0.887834,12.3579
-16.8834,0.999731,0.118741,5,31,0,17.6916,0.96252,0.879914,11.8549
-18.0616,0.986211,0.118741,5,31,0,20.8522,0.96632,0.949947,14.5883
-16.6981,0.998696,0.118741,5,31,0,19.0809,0.316708,0.814413,9.49309
-16.4102,0.997769,0.118741,5,31,0,18.7134,0.769336,0.692822,2.76318
-16.0747,1,0.118741,3,7,0,16.4711,0.768796,0.699927,2.96809
-17.1078,0.980705,0.118741,4,15,0,18.7811,0.49427,0.520968,3.24854
-17.0789,0.982843,0.118741,3,7,0,17.6297,0.498442,0.554472,2.94286
-17.3167,0.999776,0.118741,4,15,0,18.1182,0.60662,0.465425,3.79409
-15.8086,0.999552,0.118741,3,15,0,17.9767,0.750617,0.598229,3.27633
-17.203,0.984584,0.118741,5,31,0,18.1565,0.936374,0.943101,13.5563
-18.9609,0.989625,0.118741,5,31,0,20.4156,0.56367,0.974703,8.77896
-18.2747,0.999874,0.118741,4,15,0,19.6803,0.672176,0.970459,10.9007
-17.1401,0.998516,0.118741,4,15,0,19.0756,0.817033,0.945935,9.09697
-16.035,0.998626,0.118741,4,31,0,18.6931,0.935642,0.847527,8.5106
-15.0977,0.999039,0.118741,4,23,0,16.4797,0.68554,0.754734,5.08697
-15.1454,0.99885,0.118741,4,31,0,15.7182,0.766925,0.826507,6.38552
-17.2928,0.995685,0.118741,5,31,0,18.2107,0.730705,0.956846,17.3161
-18.9917,0.96449,0.118741,4,19,0,23.9798,0.710084,0.760909,12.9754
-18.7697,0.993397,0.118741,4,15,0,21.9308,0.479175,0.785747,13.558
-19.5746,0.988434,0.118741,3,15,0,20.6354,0.514341,0.761657,13.4564
-18.6594,0.999662,0.118741,3,7,0,19.7534,0.514376,0.766237,12.5065
-19.8191,0.994897,0.118741,4,15,0,20.7697,0.550049,0.939615,2.95012
-21.4961,0.993844,0.118741,4,15,0,22.3384,0.965571,0.703053,11.7371
-17.2489,0.998795,0.118741,3,7,0,21.9894,0.974019,0.857629,5.52556
-16.9911,0.998555,0.118741,5,31,0,18.7142,0.976149,0.689858,3.8229
-16.9246,0.971702,0.118741,2,7,0,18.4569,0.975686,0.693033,4.75925
-18.1553,0.997908,0.118741,5,31,0,20.6577,0.584814,0.967451,17.6888
-22.8945,0.985718,0.118741,5,31,0,23.6337,0.980327,0.977749,3.68834
-21.4234,0.980269,0.118741,4,15,0,26.4024,0.96708,0.98193,8.71174
-18.9783,0.999108,0.118741,5,31,0,22.9152,0.196303,0.941915,18.5199
-16.3337,0.993484,0.118741,5,31,0,21.0951,0.319296,0.838029,8.96806
-16.1512,0.994764,0.118741,4,31,0,17.3699,0.419509,0.761458,7.37587
-17.1022,0.99178,0.118741,4,31,0,18.2219,0.929159,0.719646,2.79074
-16.9169,0.999626,0.118741,5,31,0,17.773,0.934571,0.737862,3.00094
-19.465,0.985975,0.118741,4,23,0,24.5313,0.986917,0.954046,10.9013
-19.1953,0.997536,0.118741,4,15,0,20.234,0.968698,0.839644,15.1607
-17.3122,0.99639,0.118741,4,15,0,20.4477,0.975533,0.891893,12.4085
-15.367,0.998841,0.118741,4,31,0,17.8405,0.819601,0.872302,8.94237
-15.4879,0.99865,0.118741,4,15,0,15.5725,0.79003,0.874282,11.1311
-15.1148,0.995302,0.118741,4,23,0,16.1307,0.684969,0.817534,6.0694
-16.3139,0.99316,0.118741,5,31,0,17.235,0.91351,0.918656,12.2647
-16.2324,0.999502,0.118741,5,31,0,17.0296,0.820976,0.916778,15.6612
-16.5915,0.998665,0.118741,4,15,0,16.8448,0.857529,0.940407,15.3466
-16.8026,0.996721,0.118741,4,15,0,17.8818,0.919329,0.905327,15.4224
-19.8454,0.996761,0.118741,5,31,0,20.6141,0.656996,0.954672,19.8558
-18.7144,0.99181,0.118741,5,31,0,21.9758,0.760816,0.965137,19.1305
-16.2953,0.99636,0.118741,4,23,0,19.5004,0.470839,0.869031,13.2278
-20.2712,0.979998,0.118741,4,31,0,21.366,0.332868,0.984673,16.9345
-20.0071,0.999179,0.118741,4,15,0,21.1595,0.158615,0.973829,16.6163
-16.9374,0.999615,0.118741,4,15,0,21.1176,0.484805,0.918511,17.3909
-15.5947,0.99625,0.118741,5,31,0,19.2028,0.637,0.875623,6.57492
-15.5555,0.998065,0.118741,5,31,0,17.1274,0.765903,0.634657,4.45036
-15.9362,0.996387,0.118741,3,15,0,16.3396,0.787636,0.589737,4.40257
-15.8399,0.999928,0.118741,3,15,0,16.0764,0.787473,0.603254,4.4644
-18.2179,0.996585,0.118741,5,31,0,19.3799,0.962703,0.934022,17.9626
-16.1585,0.998159,0.118741,4,31,0,21.3223,0.715827,0.937165,12.6032
-16.8329,0.999192,0.118741,4,15,0,17.2346,0.476933,0.944766,15.53
-18.4232,0.997013,0.118741,4,15,0,18.6289,0.190191,0.941674,17.0824
-19.2178,0.99753,0.118741,5,31,0,20.9775,0.979415,0.955835,17.7075
-16.0408,0.998506,0.118741,4,31,0,19.9984,0.935055,0.856341,7.30075
-15.7147,0.998173,0.118741,5,31,0,18.4629,0.752629,0.91133,9.53086
-15.5819,0.999631,0.118741,4,15,0,15.9073,0.640498,0.884309,12.3352
-15.6496,0.997342,0.118741,4,15,0,16.2607,0.478032,0.876594,8.49366
-16.4621,0.995176,0.118741,4,31,0,16.8104,0.904951,0.773111,3.33463
-15.8189,0.98884,0.118741,4,31,0,18.8432,0.736846,0.739167,3.28645
-15.2244,0.997913,0.118741,3,7,0,16.1269,0.753841,0.749554,4.2996
-15.3521,0.999059,0.118741,4,23,0,16.2471,0.51941,0.816131,6.86511
-15.7735,0.991257,0.118741,5,31,0,16.5768,0.437396,0.734296,5.08614
-16.5531,0.988001,0.118741,4,31,0,17.1661,0.951132,0.783511,7.83655
-16.5176,0.999777,0.118741,5,31,0,17.1337,0.943534,0.888526,7.49443
-15.5371,0.999983,0.118741,4,15,0,16.665,0.859017,0.873728,9.70814
-16.7628,0.996903,0.118741,4,31,0,17.0966,0.924333,0.933729,12.444
-16.0438,0.999531,0.118741,5,31,0,17.9182,0.943155,0.755472,5.59969
-16.2004,0.998148,0.118741,4,31,0,17.2082,0.437675,0.918493,10.9889
-16.9446,0.988325,0.118741,3,15,0,18.5907,0.683128,0.93788,7.70906
-17.3333,0.998993,0.118741,5,31,0,18.3644,0.688797,0.951473,8.82122
-18.0928,0.994285,0.118741,4,31,0,19.8295,0.875966,0.906312,18.7655
-17.5761,0.999787,0.118741,4,15,0,18.4837,0.767627,0.917731,18.8635
-18.0208,0.992578,0.118741,5,63,0,21.7888,0.98235,0.931492,12.0893
-18.1085,0.996964,0.118741,4,23,0,21.2883,0.685236,0.376926,3.41432
-15.8275,0.993288,0.118741,4,23,0,20.3596,0.911825,0.805097,4.96185
-15.7106,0.999986,0.118741,3,7,0,15.8778,0.915784,0.801279,5.68212
-17.1092,0.999393,0.118741,5,31,0,17.2126,0.354562,0.928778,16.2898
-17.3886,0.997189,0.118741,4,31,0,18.1651,0.551689,0.887575,17.5455
-17.6985,0.999996,0.118741,4,15,0,18.6111,0.41532,0.904957,18.0823
-16.978,1,0.118741,4,15,0,17.7493,0.468474,0.912163,17.2406
-16.6201,0.99398,0.118741,4,31,0,19.7104,0.903093,0.911825,15.4953
-16.7172,0.999325,0.118741,4,15,0,16.8114,0.893414,0.90345,15.7979
-16.873,0.999578,0.118741,4,15,0,17.4566,0.916186,0.938295,14.977
-16.468,0.986485,0.118741,4,31,0,19.9166,0.82191,0.807035,10.8934
-16.0182,0.998354,0.118741,3,15,0,17.1685,0.805578,0.781273,3.43133
-15.7623,0.999661,0.118741,4,31,0,16.5943,0.580649,0.805026,9.28415
-15.7561,0.9935,0.118741,4,23,0,17.6326,0.786045,0.905451,8.60551
-15.4399,0.998039,0.118741,4,31,0,18.6683,0.606691,0.861336,6.5666
-16.2318,0.99776,0.118741,4,31,0,16.9305,0.712913,0.923215,16.2635
-15.6718,0.998833,0.118741,4,31,0,17.089,0.510709,0.885349,11.2467
